,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
16,16,Cristian Riveros,PAR,M,1.79,76,16-10-82,J.A. Saldivar,Cruz Azul,Sunderland,2010,English
17,17,Danny Welbeck,ENG,F,1.85,73,26-11-90,Manchester,Manchester U,Sunderland,2010,English
18,18,David Meyler,IRL,M,1.90,74,29-05-89,Cork,Cork C,Sunderland,2010,English
19,19,Titus Bramble,ENG,D,1.85,87,21-07-81,Ipswich,Wigan Ath,Sunderland,2010,English
22,22,Simon Mignolet,BEL,G,1.93,87,06-03-88,Sint-Truiden,Sint-Truiden,Sunderland,2010,English
24,24,Trevor Carson,NIR,G,1.83,80,05-03-88,Downpatrick,None,Sunderland,2010,English
25,25,Jack Colback,ENG,M,1.76,70,24-10-89,Killingworth,None,Sunderland,2010,English
26,26,Jordan Cook,ENG,M,1.78,68,20-03-90,Sunderland,None,Sunderland,2010,English
27,27,Ahmed Elmohamady,EGY,M,1.80,81,09-09-87,El-Mahalla El-Kubra,ENPPI,Sunderland,2010,English
28,28,Stéphane  Sessegnon,BEN,M,1.72,72,01-06-84,Allahe,Paris St-Germain,Sunderland,2010,English
29,29,Anton  Ferdinand,ENG,D,1.83,71,18-02-85,Peckham,West Ham U,Sunderland,2010,English
30,30,Billy Knott,ENG,M,1.73,71,28-11-92,Canvey Island,Chelsea,Sunderland,2010,English
31,31,Ryan Noble,ENG,F,1.83,69,06-11-91,Sunderland,None,Sunderland,2010,English
33,33,Asamoah Gyan,GHA,F,1.80,80,22-11-85,Accra,Rennes,Sunderland,2010,English
34,34,Blair Adams,ENG,D,1.80,72,08-09-91,South Shields,None,Sunderland,2010,English
37,37,Adam Reed,ENG,M,1.65,55,08-05-91,Hartlepool,None,Sunderland,2010,English
38,38,Craig Lynch,ENG,F,1.75,64,25-03-92,Durham,None,Sunderland,2010,English
40,40,Louis Laing,ENG,D,1.81,76,06-03-93,Newcastle upon Tyne,None,Sunderland,2010,English
1,1,Heurelho Gomes,BRA,G,1.91,82,15-02-81,João Pinheiro,PSV Eindhoven,Tottenham Hotspur,2010,English
2,2,Alan Hutton,SCO,D,1.85,72,30-11-84,Glasgow,Rangers,Tottenham Hotspur,2010,English
3,3,Gareth  Bale,WAL,M,1.83,74,16-07-89,Cardiff,Southampton,Tottenham Hotspur,2010,English
4,4,Younes  Kaboul,FRA,D,1.90,87,04-01-86,St-Julien-en-Genevois,Portsmouth,Tottenham Hotspur,2010,English
6,6,Tom Huddlestone,ENG,M,1.88,80,28-12-86,Nottingham,Derby Co,Tottenham Hotspur,2010,English
7,7,Aaron  Lennon,ENG,M,1.65,63,16-04-87,Chapeltown,Leeds U,Tottenham Hotspur,2010,English
8,8,Jermaine Jenas,ENG,M,1.77,76,18-02-83,Nottingham,Newcastle  U,Tottenham Hotspur,2010,English
9,9,Roman Pavlyuchenko,RUS,F,1.88,78,15-12-81,Mostovskoy,Spartak Moscow,Tottenham Hotspur,2010,English
11,11,Rafael  van der Vaart,NED,M,1.75,74,11-02-83,Heemskerk,Real Madrid,Tottenham Hotspur,2010,English
12,12,Wilson Palacios,HON,M,1.78,71,29-07-84,La Ceiba,Wigan Ath,Tottenham Hotspur,2010,English
13,13,William Gallas,FRA,D,1.83,72,17-08-77,Asnieres,Arsenal,Tottenham Hotspur,2010,English
14,14,Luka Modrić,CRO,M,1.75,67,09-09-85,Zadar,Dinamo Zagreb,Tottenham Hotspur,2010,English
15,15,Peter Crouch,ENG,F,2.01,80,30-01-81,Macclesfield,Portsmouth,Tottenham Hotspur,2010,English
18,18,Jermain Defoe,ENG,F,1.69,65,07-10-82,Beckton,Portsmouth,Tottenham Hotspur,2010,English
19,19,Sébastien  Bassong,CMR,D,1.87,73,09-07-86,Paris,Newcastle U,Tottenham Hotspur,2010,English
20,20,Michael Dawson,ENG,D,1.88,76,18-11-83,Northallerton,Nottingham F,Tottenham Hotspur,2010,English
21,21,Niko Kranjčar,CRO,M,1.85,75,13-08-84,Zagreb,Portsmouth,Tottenham Hotspur,2010,English
22,22,Vedran Ćorluka,CRO,D,1.93,84,05-02-86,Derventa,Manchester C,Tottenham Hotspur,2010,English
23,23,Carlo Cudicini,ITA,G,1.85,80,06-09-73,Milan,Chelsea,Tottenham Hotspur,2010,English
25,25,Danny Rose,ENG,D,1.73,75,02-07-90,Doncaster,Leeds U,Tottenham Hotspur,2010,English
26,26,Ledley King,ENG,D,1.88,86,12-10-80,Bow,None,Tottenham Hotspur,2010,English
27,27,Ben Alnwick,ENG,G,1.88,80,01-01-87,Prudhoe,Sunderland,Tottenham Hotspur,2010,English
29,29,Jake Livermore,ENG,M,1.80,76,14-11-89,Enfield,None,Tottenham Hotspur,2010,English
30,30,Sandro,BRA,M,1.87,75,15-03-89,Riachinho,Internacional,Tottenham Hotspur,2010,English
31,31,Andros Townsend,ENG,M,1.83,76,16-07-91,Whipps Cross,None,Tottenham Hotspur,2010,English
32,32,Benoît Assou-Ekotto,CMR,D,1.80,69,24-03-84,Arras,Lens,Tottenham Hotspur,2010,English
34,34,Jonathan Obika,ENG,F,1.85,78,12-09-90,Enfield,None,Tottenham Hotspur,2010,English
36,36,Bongani Khumalo,RSA,D,1.88,82,06-01-87,Manzini,SuperSport U,Tottenham Hotspur,2010,English
37,37,Stipe Pletikosa,CRO,G,1.94,91,08-01-79,Split,Spartak Moscow,Tottenham Hotspur,2010,English
38,38,Paul-Jose M'Poku,BEL,M,1.74,65,19-04-92,Kinshasa,Standard Liège,Tottenham Hotspur,2010,English
39,39,Jonathan Woodgate,ENG,D,1.89,80,22-01-80,Middlesbrough,Middlesbrough,Tottenham Hotspur,2010,English
40,40,Steven Pienaar,RSA,M,1.70,66,17-03-82,Johannesburg,Everton,Tottenham Hotspur,2010,English
41,41,John Bostock,ENG,M,1.79,75,15-01-92,Lambeth,Crystal Palace,Tottenham Hotspur,2010,English
42,42,Oscar Jansson,SWE,G,1.86,75,23-12-90,Örebro,Karlslunds IF,Tottenham Hotspur,2010,English
43,43,Ryan Fredericks,ENG,M,1.73,72,10-10-92,Potters Bar,None,Tottenham Hotspur,2010,English
44,44,Nathan Byrne,ENG,D,1.80,84,05-06-92,St Albans,None,Tottenham Hotspur,2010,English
1,1,Scott  Carson,ENG,G,1.83,86,03-09-85,Whitehaven,Liverpool,West Bromwich Albion,2010,English
3,3,Jonas Olsson,SWE,D,1.95,85,10-03-83,Landskrona,NEC Nijmegen,West Bromwich Albion,2010,English
4,4,Marek Čech,SVK,D,1.85,75,26-01-83,Trebišov,FC Porto,West Bromwich Albion,2010,English
5,5,Somen  Tchoyi,CMR,M,1.90,87,29-03-83,Douala,Red Bull Salzburg,West Bromwich Albion,2010,English
6,6,Pablo,ESP,D,1.92,86,03-08-81,Madrigueras,Atlético Madrid,West Bromwich Albion,2010,English
7,7,James  Morrison,SCO,M,1.78,64,25-05-86,Darlington,Middlesbrough,West Bromwich Albion,2010,English
8,8,Giles Barnes,ENG,F,1.83,82,05-08-88,Barking,Derby Co,West Bromwich Albion,2010,English
10,10,Ishmael  Miller,ENG,F,1.91,89,05-03-87,Manchester,Manchester C,West Bromwich Albion,2010,English
11,11,Chris  Brunt,NIR,M,1.85,84,14-12-84,Belfast,Sheffield W,West Bromwich Albion,2010,English
12,12,Steven Reid,IRL,M,1.85,87,10-03-81,Kingston,Blackburn R,West Bromwich Albion,2010,English
13,13,Boaz  Myhill,WAL,G,1.91,92,09-11-82,Modesto,Hull C,West Bromwich Albion,2010,English
14,14,Jerome  Thomas,ENG,M,1.78,79,23-03-83,Brent,Portsmouth,West Bromwich Albion,2010,English
17,17,Graham Dorrans,SCO,M,1.75,73,05-05-87,Glasgow,Livingston,West Bromwich Albion,2010,English
18,18,Carlos  Vela,MEX,F,1.76,72,01-03-89,Cancún,Arsenal,West Bromwich Albion,2010,English
20,20,Nicky Shorey,ENG,D,1.75,67,19-02-81,Romford,Aston Villa,West Bromwich Albion,2010,English
21,21,Youssouf Mulumbu,COD,M,1.77,65,25-01-87,Kinshasa,Paris St-Germain,West Bromwich Albion,2010,English
22,22,Gianni Zuiverloon,NED,D,1.78,70,30-12-86,Rotterdam,SC Heerenveen,West Bromwich Albion,2010,English
23,23,Abdoulaye Méité,CIV,D,1.85,82,06-10-80,Paris,Bolton W,West Bromwich Albion,2010,English
24,24,Peter  Odemwingie,NGA,F,1.82,74,15-07-81,Tashkent,Lokomotiv Moscow,West Bromwich Albion,2010,English
26,26,James Hurst,ENG,D,1.83,77,31-01-92,Sutton Coldfield,Portsmouth,West Bromwich Albion,2010,English
27,27,Sam Mantom,ENG,M,1.89,80,20-02-92,Stourbridge,None,West Bromwich Albion,2010,English
28,28,Marc-Antoine Fortuné,FRA,F,1.82,82,02-07-81,Cayenne,Celtic,West Bromwich Albion,2010,English
29,29,George Thorne,ENG,M,1.88,84,04-01-93,Chatham,None,West Bromwich Albion,2010,English
30,30,Gabriel Tamaş,ROU,D,1.88,77,09-11-83,Braşov,Auxerre,West Bromwich Albion,2010,English
31,31,Simon  Cox,IRL,F,1.80,70,28-04-87,Reading,Swindon T,West Bromwich Albion,2010,English
32,32,Lateef Elford-Alliyu,ENG,F,1.73,69,01-06-92,Ibadan,None,West Bromwich Albion,2010,English
33,33,Paul Scharner,AUT,M,1.91,80,11-03-80,Scheibbs,Wigan Ath,West Bromwich Albion,2010,English
34,34,Paul Downing,ENG,D,1.85,79,26-10-91,Taunton,None,West Bromwich Albion,2010,English
35,35,Romaine Sawyers,SKN,M,1.75,67,02-11-91,Birmingham,None,West Bromwich Albion,2010,English
36,36,Gonzalo Jara,CHI,D,1.78,77,29-08-85,Santiago,Colo-Colo,West Bromwich Albion,2010,English
37,37,Kayelden Brown,WAL,M,1.87,80,15-04-92,Birmingham,None,West Bromwich Albion,2010,English
38,38,Saido Berahino,ENG,F,1.80,82,04-08-93,Bujumbura,None,West Bromwich Albion,2010,English
39,39,Ryan Allsop,ENG,G,1.88,80,17-06-92,Birmingham,None,West Bromwich Albion,2010,English
40,40,Dean Kiely,IRL,G,1.85,79,10-10-70,Salford,Portsmouth,West Bromwich Albion,2010,English
1,1,Robert Green,ENG,G,1.91,93,18-01-80,Chertsey,Norwich C,West Ham United,2010,English
2,2,Winston Reid,NZL,D,1.90,87,03-07-88,Auckland,FC Midtjylland,West Ham United,2010,English
4,4,Danny Gabbidon,WAL,D,1.78,71,08-08-79,Cwmbran,Cardiff C,West Ham United,2010,English
5,5,James Tomkins,ENG,D,1.90,74,29-03-89,Basildon,None,West Ham United,2010,English
7,7,Kieron Dyer,ENG,M,1.73,64,29-12-78,Ipswich,Newcastle U,West Ham United,2010,English
8,8,Scott Parker,ENG,M,1.75,70,13-10-80,Lambeth,Newcastle U,West Ham United,2010,English
9,9,Carlton Cole,ENG,F,1.91,78,12-10-83,Croydon,Chelsea,West Ham United,2010,English
10,10,Jack Collison,WAL,M,1.82,87,02-10-88,Watford,None,West Ham United,2010,English
11,11,Thomas Hitzlsperger,GER,M,1.83,80,05-04-82,Munich,Lazio,West Ham United,2010,English
12,12,Pablo Barrera,MEX,M,1.75,65,21-06-87,Tlalnepantla de Baz,UNAM,West Ham United,2010,English
13,13,Luis Boa Morte,POR,M,1.78,73,04-08-77,Lisbon,Fulham,West Ham United,2010,English
14,14,Radoslav Kováč,CZE,D,1.88,83,27-11-79,umperk,Spartak Moscow,West Ham United,2010,English
15,15,Matthew Upson,ENG,D,1.85,72,18-04-79,Hartismere,Birmingham C,West Ham United,2010,English
16,16,Mark Noble,ENG,M,1.80,76,08-05-87,West Ham,None,West Ham United,2010,English
18,18,Jonathan  Spector,USA,D,1.82,79,01-03-86,Arlington  Heights,Manchester  U,West Ham United,2010,English
19,19,Freddie Sears,ENG,F,1.70,75,27-11-89,Hornchurch,None,West Ham United,2010,English
20,20,Julien  Faubert,FRA,M,1.80,75,01-08-83,Le  Havre,Bordeaux,West Ham United,2010,English
21,21,Demba Ba,SEN,F,1.89,83,25-05-85,Sèvres,1899 Hoffenheim,West Ham United,2010,English
22,22,Manuel Da Costa,POR,D,1.91,82,06-05-86,Saint-Max,Fiorentina,West Ham United,2010,English
23,23,Hérita Ilunga,COD,D,1.80,76,25-02-82,Kinshasa,Toulouse,West Ham United,2010,English
24,24,Frank Nouble,ENG,F,1.90,82,24-09-91,Lewisham,None,West Ham United,2010,English
25,25,Junior Stanislas,ENG,M,1.83,76,26-11-89,Kidbrooke,None,West Ham United,2010,English
26,26,Zavon Hines,ENG,F,1.78,78,27-12-88,Kingston,None,West Ham United,2010,English
27,27,Jordan Spence,ENG,M,1.88,79,24-05-90,Woodford,None,West Ham United,2010,English
28,28,Péter Kurucz,HUN,G,1.85,76,30-05-88,Budapest,Újpest,West Ham United,2010,English
29,29,Marek těch,CZE,G,1.91,89,28-01-90,Prague,Sparta Prague,West Ham United,2010,English
30,30,Frédéric Piquionne,FRA,F,1.88,85,08-12-78,Nouméa,Lyon,West Ham United,2010,English
31,31,Ruud Boffin,BEL,G,1.96,86,05-11-87,Sint-Truiden,MVV Maastricht,West Ham United,2010,English
32,32,Gary  O'Neil,ENG,M,1.73,61,18-05-83,Beckenham,Middlesbrough,West Ham United,2010,English
33,33,Victor Obinna,NGA,F,1.78,78,25-03-87,Jos,Internazionale,West Ham United,2010,English
34,34,Robbie Keane,IRL,F,1.76,72,08-07-80,Tallaght,Tottenham H,West Ham United,2010,English
36,36,Wayne  Bridge,ENG,D,1.79,81,05-08-80,Southampton,Manchester C,West Ham United,2010,English
37,37,Lars Jacobsen,DEN,D,1.81,75,20-09-79,Odense,Blackburn R,West Ham United,2010,English
38,38,Dylan Tombides,AUS,F,1.80,80,08-03-94,Perth,None,West Ham United,2010,English
40,40,Anthony Edgar,ENG,M,1.72,70,30-09-90,Newham,None,West Ham United,2010,English
41,41,Matt Fry,ENG,D,1.85,77,26-09-90,Ebbsfleet,None,West Ham United,2010,English
42,44,Jordan Brown,ENG,D,1.78,76,11-10-91,Benfleet,None,West Ham United,2010,English
43,46,Jake Larkins,ENG,G,1.88,83,11-01-94,Barking,None,West Ham United,2010,English
1,1,Chris Kirkland,ENG,G,1.91,74,02-05-81,Leicester,Liverpool,Wigan Athletic,2010,English
2,2,Steve Gohouri,CIV,D,1.88,88,08-02-81,Treichville,B Mönchengladbach,Wigan Athletic,2010,English
3,3,Antolín Alcaraz,PAR,D,1.84,80,30-07-82,Roque  Gonzalez,Club Brugge,Wigan Athletic,2010,English
4,4,James McCarthy,IRL,M,1.80,72,12-11-90,Glasgow,Hamilton Academical,Wigan Athletic,2010,English
5,5,Gary Caldwell,SCO,D,1.85,75,12-04-82,Stirling,Celtic,Wigan Athletic,2010,English
6,6,Hendry Thomas,HON,M,1.80,80,23-02-85,La Ceiba,Olimpia [HON],Wigan Athletic,2010,English
7,7,Franco Di Santo,ARG,F,1.94,78,07-04-89,Mendoza,Chelsea,Wigan Athletic,2010,English
8,8,Ben Watson,ENG,M,1.78,69,09-07-85,Camberwell,Crystal Palace,Wigan Athletic,2010,English
10,10,Charles  N'Zogbia,FRA,M,1.70,70,28-05-86,Harfleur,Newcastle U,Wigan Athletic,2010,English
11,11,Victor Moses,ENG,F,1.77,75,12-12-90,Lagos,Crystal Palace,Wigan Athletic,2010,English
12,12,Mike Pollitt,ENG,G,1.93,89,29-02-72,Farmworth,Rotherham U,Wigan Athletic,2010,English
13,13,Stephen Caldwell,SCO,D,1.80,72,12-09-80,Stirling,Burnley,Wigan Athletic,2010,English
14,14,Jordi Gómez,ESP,M,1.78,74,24-05-85,Barcelona,Espanyol B,Wigan Athletic,2010,English
15,15,Tom Cleverley,ENG,M,1.75,67,12-08-89,Basingstoke,Manchester U,Wigan Athletic,2010,English
16,16,James McArthur,SCO,M,1.68,63,07-10-87,Glasgow,Hamilton Academical,Wigan Athletic,2010,English
17,17,Emmerson Boyce,BRB,D,1.80,73,24-09-79,Aylesbury,Crystal Palace,Wigan Athletic,2010,English
18,18,Conor Sammon,IRL,F,1.78,75,13-04-87,Dublin,Kilmarnock,Wigan Athletic,2010,English
20,20,Hugo Rodallega,COL,F,1.81,72,25-07-85,El Carmelo,Necaxa,Wigan Athletic,2010,English
21,21,Mohamed Diamé,SEN,M,1.84,80,14-06-87,Créteil,Rayo Vallecano,Wigan Athletic,2010,English
23,23,Ronnie Stam,NED,M,1.75,62,18-06-84,Breda,FC Twente,Wigan Athletic,2010,English
24,24,Piscu,ESP,D,1.84,77,25-02-87,As Pontes de García Rodríguez,Deportivo La Coruña,Wigan Athletic,2010,English
26,26,Ali Al-Habsi,OMA,G,1.94,79,30-12-81,Muscat,Bolton W,Wigan Athletic,2010,English
28,28,Daniël de  Ridder,NED,F,1.80,69,06-03-84,Amsterdam,Birmingham C,Wigan Athletic,2010,English
31,31,Maynor Figueroa,HON,D,1.80,85,02-05-83,Juticalpa,Olimpia [HON],Wigan Athletic,2010,English
32,32,Jordan Robinson,ENG,D,,,28-04-91,Yarm,Middlesbrough,Wigan Athletic,2010,English
35,35,Román Golobart,ESP,D,1.93,87,21-03-92,Barcelona,Espanyol B,Wigan Athletic,2010,English
38,38,Callum McManaman,ENG,F,1.75,71,25-04-91,Knowsley,Everton,Wigan Athletic,2010,English
39,39,Jordan Mustoe,ENG,D,1.80,75,28-01-91,Wirral,None,Wigan Athletic,2010,English
41,41,Daniel Redmond,ENG,M,1.60,67,02-03-91,Liverpool,Everton,Wigan Athletic,2010,English
42,43,Adam Buxton,ENG,D,1.85,81,12-05-92,Liverpool,None,Wigan Athletic,2010,English
43,46,Lee Nicholls,ENG,G,1.91,85,05-10-92,Huyton,None,Wigan Athletic,2010,English
44,51,Callum Morris,ENG,D,1.87,83,01-09-92,Birkenhead,None,Wigan Athletic,2010,English
1,1,Marcus Hahnemann,USA,G,1.91,99,15-06-72,Seattle,Reading,Wolverhampton Wanderers,2010,English
3,3,George Elokobi,CMR,D,1.85,84,31-01-86,Mogadishu,Colchester U,Wolverhampton Wanderers,2010,English
4,4,David  Edwards,WAL,M,1.80,72,03-02-86,Pontesbury,Luton T,Wolverhampton Wanderers,2010,English
5,5,Richard  Stearman,ENG,D,1.88,67,19-08-87,Wolverhampton,Leicester C,Wolverhampton Wanderers,2010,English
6,6,Jody Craddock,ENG,D,1.83,78,25-07-75,Bromsgrove,Sunderland,Wolverhampton Wanderers,2010,English
7,7,Michael  Kightly,ENG,M,1.75,64,24-01-86,Basildon,Grays  Ath,Wolverhampton Wanderers,2010,English
8,8,Karl Henry,ENG,M,1.83,76,26-11-82,Wolverhampton,Stoke C,Wolverhampton Wanderers,2010,English
9,9,Sylvan  Ebanks-Blake,ENG,F,1.78,84,29-03-86,Cambridge,Plymouth Arg,Wolverhampton Wanderers,2010,English
10,10,Steven Fletcher,SCO,F,1.85,76,26-03-87,Shrewsbury,Burnley,Wolverhampton Wanderers,2010,English
11,11,Stephen Ward,IRL,D,1.85,77,20-08-85,Dublin,Bohemians,Wolverhampton Wanderers,2010,English
12,12,Stephen Hunt,IRL,M,1.75,79,01-08-81,Portlaoise,Hull C,Wolverhampton Wanderers,2010,English
13,13,Wayne Hennessey,WAL,G,1.83,73,24-01-87,Anglesey,None,Wolverhampton Wanderers,2010,English
14,14,David  Jones,ENG,M,1.85,80,04-11-84,Southport,Derby Co,Wolverhampton Wanderers,2010,English
16,16,Christophe Berra,SCO,D,1.86,81,31-01-85,Edinburgh,Hearts,Wolverhampton Wanderers,2010,English
17,17,Matthew Jarvis,ENG,M,1.73,70,22-05-86,Middlesbrough,Gillingham,Wolverhampton Wanderers,2010,English
18,18,Sam Vokes,WAL,F,1.86,76,21-10-89,Lymington,Bournemouth,Wolverhampton Wanderers,2010,English
19,19,Adam  Hammill,ENG,M,1.80,73,25-01-88,Liverpool,Barnsley,Wolverhampton Wanderers,2010,English
20,20,Nenad Milija,SRB,M,1.88,81,30-04-83,Belgrade,Crvena Zvezda,Wolverhampton Wanderers,2010,English
21,21,Michael  Mancienne,ENG,D,1.80,74,08-01-88,Isleworth,Chelsea,Wolverhampton Wanderers,2010,English
22,22,Steven Mouyokolo,FRA,D,1.90,85,24-01-87,Melun,Hull C,Wolverhampton Wanderers,2010,English
23,23,Ronald Zubar,FRA,D,1.86,80,20-09-85,Les  Abymes,Marseille,Wolverhampton Wanderers,2010,English
24,24,Jamie O'Hara,ENG,M,1.80,78,25-09-86,South London,Tottenham H,Wolverhampton Wanderers,2010,English
25,25,Geoffrey Mujangi Bia,COD,M,1.76,71,12-08-89,Kinshasa,Charleroi,Wolverhampton Wanderers,2010,English
26,26,Adriano Basso,BRA,G,1.85,73,18-04-75,Jundiaí,Bristol C,Wolverhampton Wanderers,2010,English
28,28,Leigh Griffiths,SCO,F,1.75,64,20-08-90,Edinburgh,Dundee,Wolverhampton Wanderers,2010,English
29,29,Kevin Doyle,IRL,F,1.80,79,18-09-83,Wexford,Reading,Wolverhampton Wanderers,2010,English
30,30,Carl  Ikeme,NGA,G,1.88,87,08-06-86,Sutton  Coldfield,None,Wolverhampton Wanderers,2010,English
32,32,Kevin Foley,IRL,D,1.75,70,01-11-84,Luton,Luton T,Wolverhampton Wanderers,2010,English
34,34,Adlène Guédioura,ALG,M,1.85,80,12-11-85,La Roche-sur-Yon,Charleroi,Wolverhampton Wanderers,2010,English
35,35,Ethan Ebanks-Landell,ENG,D,1.88,88,12-12-92,Oldbury,None,Wolverhampton Wanderers,2010,English
36,36,Johnny Dunleavy,IRL,D,1.83,71,03-07-91,Twin Towns,None,Wolverhampton Wanderers,2010,English
37,37,David Davis,ENG,M,1.77,82,20-02-91,Smethwick,None,Wolverhampton Wanderers,2010,English
38,38,Sam Winnall,ENG,F,1.75,72,14-12-91,Wolverhampton,None,Wolverhampton Wanderers,2010,English
39,39,Danny Batth,ENG,D,1.91,85,21-09-90,Brierley Hill,None,Wolverhampton Wanderers,2010,English
40,40,Ashley Hemmings,ENG,F,1.73,73,03-03-91,Wolverhampton,None,Wolverhampton Wanderers,2010,English
41,42,James Spray,ENG,F,1.83,77,02-12-92,Birmingham,None,Wolverhampton Wanderers,2010,English
42,43,Jamie Reckord,ENG,D,1.78,75,09-03-92,Wolverhampton,None,Wolverhampton Wanderers,2010,English
43,45,Aaron McCarey,IRL,G,1.85,74,14-01-92,Monaghan,Monaghan U,Wolverhampton Wanderers,2010,English
44,46,Matt Doherty,IRL,D,1.82,80,16-01-92,Dublin,Bohemians,Wolverhampton Wanderers,2010,English
