,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
9,9,Jonas Borring,DEN,M,1.93,76,04-01-85,Brejning,FC Midtjylland,Randers,2015,Danish
10,10,Mikael Ishak,SWE,F,1.84,76,31-03-93,Stockholm,Parma,Randers,2015,Danish
11,11,Erik Marxen,DEN,D,1.85,80,02-12-90,Middelfart,Horsens,Randers,2015,Danish
13,13,Mads Fenger,DEN,D,1.85,84,10-09-90,,Randers Freja,Randers,2015,Danish
14,14,Kasper Junker,DEN,F,1.86,70,05-03-94,Vinding,None,Randers,2015,Danish
16,16,Kasper Fisker,DEN,M,1.70,69,22-05-88,Randers,Hobro,Randers,2015,Danish
17,17,Mandla Masango,RSA,M,1.65,67,18-07-89,Kwaggafontein,Kaizer Chiefs,Randers,2015,Danish
18,18,Edgar Babayan,DEN,M,1.80,70,28-10-95,Hamburg,None,Randers,2015,Danish
19,19,Mikkel Kallesøe,DEN,M,1.93,80,20-04-97,Lemvig,None,Randers,2015,Danish
20,20,Joel Allansson,SWE,M,1.73,66,03-11-92,,IFK Göteborg,Randers,2015,Danish
21,21,Alexander Fischer,DEN,M,1.76,72,16-09-86,Holte,Lyngby,Randers,2015,Danish
22,22,Jack Duncan,AUS,G,1.90,79,19-04-93,Hobart,Perth Glory,Randers,2015,Danish
23,23,Viktor Lundberg,SWE,F,1.83,75,04-03-91,Solna,AIK,Randers,2015,Danish
24,24,Jonas Bager,DEN,D,1.81,78,18-07-96,,None,Randers,2015,Danish
31,31,Ouwo Moussa Maazou,NIG,F,1.86,78,25-08-88,Niamey,Changchun Yatai,Randers,2015,Danish
38,38,Nicolai Poulsen,DEN,M,1.76,70,05-08-93,Helsted,None,Randers,2015,Danish
41,51,Frederik Lauenborg,DEN,M,1.81,74,18-05-97,,None,Randers,2015,Danish
42,70,Marcus Molvadgaard,DEN,F,,,03-08-99,,None,Randers,2015,Danish
1,1,Marin Skender,CRO,G,1.89,88,12-08-79,Osijek,Dila Gori,SønderjyskE,2015,Danish
2,2,João Pereira,POR,D,1.83,79,10-05-90,Santarém,Vejle,SønderjyskE,2015,Danish
3,3,Marc Pedersen,DEN,D,1.83,80,31-07-89,Give,Fredericia,SønderjyskE,2015,Danish
5,5,Kees Luijckx,NED,D,1.90,83,11-02-86,Beverwijk,Videoton,SønderjyskE,2015,Danish
6,6,Simon Kroon,SWE,M,1.80,69,16-06-93,Malmö,Malmö FF,SønderjyskE,2015,Danish
7,7,Marc Dal Hende,DEN,F,1.78,75,06-11-90,Dragør,FC Vestsjælland,SønderjyskE,2015,Danish
8,8,Janus Drachmann,DEN,M,1.79,70,11-05-88,,Horsens,SønderjyskE,2015,Danish
9,9,Tommy Bechmann,DEN,F,1.81,81,22-12-81,Aarhus,Freiburg,SønderjyskE,2015,Danish
10,10,Nicolaj Madsen,DEN,M,1.76,78,16-07-88,,HB Køge,SønderjyskE,2015,Danish
11,11,Johan Absalonsen,DEN,F,1.78,75,16-09-85,Flemløse,FC København,SønderjyskE,2015,Danish
12,12,Søren Mussmann,DEN,D,1.72,69,29-06-93,Haderslev,None,SønderjyskE,2015,Danish
13,13,Casper Olesen,DEN,M,1.85,78,10-05-96,Haderslev,None,SønderjyskE,2015,Danish
14,14,Mikkel Hedegaard,DEN,M,1.86,80,03-07-96,Haderslev,None,SønderjyskE,2015,Danish
15,15,Troels Kløve,DEN,M,1.77,75,23-10-90,,Horsens,SønderjyskE,2015,Danish
16,16,Sebastian Sommer,DEN,M,1.86,72,08-04-96,,None,SønderjyskE,2015,Danish
18,18,Adama Guira,BFA,M,1.85,78,24-04-88,Bobo-Dioulasso,Dacia Chişinău,SønderjyskE,2015,Danish
20,20,Francis Dickoh,GHA,D,1.87,83,13-12-82,Copenhagen,FC Midtjylland,SønderjyskE,2015,Danish
21,21,Jeppe Simonsen,DEN,F,1.84,75,21-11-95,Kolding,None,SønderjyskE,2015,Danish
23,23,Silas Songani,ZIM,F,1.70,63,28-06-89,,Harare C,SønderjyskE,2015,Danish
24,24,Andreas Oggesen,DEN,M,1.82,59,18-03-94,Viborg,Haderslev,SønderjyskE,2015,Danish
25,25,Emmanuel Okwi,UGA,F,1.76,69,25-12-92,Kampala,Simba FC,SønderjyskE,2015,Danish
26,26,Pierre Kanstrup,DEN,D,1.86,78,21-02-89,Storkøbenhavn,Fredericia,SønderjyskE,2015,Danish
28,28,Jens Rinke,DEN,G,1.84,86,16-04-90,,FC Vestsjælland,SønderjyskE,2015,Danish
30,30,Marcel Rømer,DEN,M,1.81,80,08-08-91,Køge,Viborg,SønderjyskE,2015,Danish
33,33,Thomas Dalgaard,DEN,F,1.88,92,13-04-84,Nykøbing Mors,SC Heerenveen,SønderjyskE,2015,Danish
1,1,Peter Friis Jensen,DEN,G,1.90,91,02-05-88,,Randers,Viborg,2015,Danish
2,2,Jonas Thorsen,DEN,D,1.85,77,19-04-90,Viby,Aarhus,Viborg,2015,Danish
4,4,Jacob Egeris,DEN,D,1.86,81,19-01-90,,FC Nordsjælland,Viborg,2015,Danish
5,5,Mikkel Rask,DEN,D,1.85,70,22-06-83,Spentrup,Hjørring,Viborg,2015,Danish
6,6,Christopher Poulsen,DEN,D,1.84,81,11-09-81,Hjørring,Silkeborg,Viborg,2015,Danish
7,7,Mathias Wichmann,DEN,M,1.80,82,06-08-91,Gug,Aalborg,Viborg,2015,Danish
8,8,George Fochive,USA,M,1.75,78,24-03-92,"Washington, DC",Portland Timbers,Viborg,2015,Danish
9,9,Ante Rukavina,CRO,F,1.86,79,18-06-86,ibenik,Dinamo Zagreb,Viborg,2015,Danish
10,10,Jeppe Curth,DEN,F,1.78,75,21-03-84,Hillerød,Aalborg,Viborg,2015,Danish
11,11,Jonas Kamper,DEN,M,1.86,80,03-05-83,Nørre Alslev,Randers,Viborg,2015,Danish
12,12,Lukas Lerager,DEN,M,1.84,80,12-07-93,Gladsaxe,AB København,Viborg,2015,Danish
13,13,Jeppe Grønning,DEN,M,1.80,67,24-05-91,,Fyn,Viborg,2015,Danish
15,15,Kristoffer Pallesen,DEN,D,1.75,72,30-04-90,,Hobro,Viborg,2015,Danish
18,18,Jacob Vetter,DEN,D,1.82,70,05-08-98,,None,Viborg,2015,Danish
19,19,Jeff Mensah,DEN,M,1.77,75,10-08-92,Viborg,None,Viborg,2015,Danish
20,20,Søren Reese,DEN,D,1.80,71,29-07-93,Ingstrup,Jammerbugt,Viborg,2015,Danish
21,21,Osama Akharraz,MAR,F,1.75,67,26-11-90,Copenhagen,FC Vestsjælland,Viborg,2015,Danish
25,25,Søren Frederiksen,DEN,F,1.85,79,08-07-89,Sønderborg,KR Reykjavík,Viborg,2015,Danish
26,26,Jeroen Veldmate,NED,D,1.87,77,08-01-88,Groningen,Heracles Almelo,Viborg,2015,Danish
27,27,Sebastian Andersen,DEN,M,1.86,85,23-12-88,Køge,Esbjerg,Viborg,2015,Danish
28,28,Serges Déblé,CIV,F,1.71,62,01-10-89,Anyama,Shirak,Viborg,2015,Danish
29,29,Mikkel Vestergaard,DEN,F,1.86,75,22-11-92,,Esbjerg,Viborg,2015,Danish
30,30,Casper Gandrup,DEN,M,1.80,67,12-08-99,,None,Viborg,2015,Danish
33,33,Sebastian John,DEN,G,,,26-03-96,,None,Viborg,2015,Danish
34,34,Sebastian Denius,DEN,M,1.67,56,08-06-95,,None,Viborg,2015,Danish
